Network name,Number of nodes,Number of edges,Density,Average Degree,Standarddeviation degree,Transitivity,Average Shortest Path,Diameter,Power law exponent,small-worldness coefficient,p method 1,p method 2
N100_tep-1-29-0.01,100,1896,0.38303030303030305,37.92,8.378162089623238,0.42124880968575706,1.616969696969697,2,0.6541435344411105,-0.10003292505959405,0.38303030303030305,0.38303030303030305
N100_tep-1-29-0.1,100,2395,0.48383838383838385,47.9,25.106373692749816,0.7037930507084161,1.5089672232529376,3,,-0.4688626862596412,0.48383838383838385,0.48383838383838385
N100_tep-1-29-1.0,100,2756,0.5567676767676768,55.12,28.843120496922662,0.847418886401644,1.311860174781523,2,,-0.38550054812098344,0.5567676767676768,0.5567676767676767
N100_tep-1-3-0.01,100,2,0.00040404040404040404,0.04,0.24166091947189144,0.0,1.3333333333333333,2,,nan,0.00040404040404040404,0.00040404040404040404
N100_tep-1-3-0.1,100,9,0.0018181818181818182,0.18,0.7922120928135346,0.875,1.1,2,,nan,0.0018181818181818182,0.0018181818181818182
N100_tep-1-3-1.0,100,3,0.0006060606060606061,0.06,0.34117444218463966,1.0,1.0,1,,nan,0.0006060606060606061,0.0006060606060606061
N100_tep-1-30-0.01,100,1950,0.3939393939393939,39.0,14.44437606821423,0.5308877111626367,1.6096969696969696,3,0.0329051202771453,-0.37043092080195494,0.3939393939393939,0.3939393939393939
N100_tep-1-30-0.1,100,2408,0.4864646464646465,48.16,24.5420944501483,0.6936392046047732,1.5054627911770768,3,,-0.41633377261908344,0.4864646464646465,0.48646464646464643
N100_tep-1-30-1.0,100,2744,0.5543434343434344,54.88,29.302996433812023,0.883913408114058,1.314856429463171,2,,-0.4986401305620072,0.5543434343434344,0.5543434343434344
N100_tep-1-31-0.01,100,1,0.00020202020202020202,0.02,0.13999999999999999,0.0,1.0,1,,nan,0.00020202020202020202,0.00020202020202020202
N100_tep-1-31-0.1,100,1,0.00020202020202020202,0.02,0.13999999999999999,0.0,1.0,1,,nan,0.00020202020202020202,0.00020202020202020202
N100_tep-1-32-0.01,100,1841,0.3719191919191919,36.82,11.54848907866306,0.46751959015603267,1.6288888888888888,3,-0.1548859533913615,-0.2655391401599929,0.3719191919191919,0.3719191919191919
N100_tep-1-32-0.1,100,2487,0.5024242424242424,49.74,24.719474104438387,0.7422662071964631,1.4986600700886414,3,,-0.44063248612134365,0.5024242424242424,0.5024242424242424
N100_tep-1-32-1.0,100,2743,0.5541414141414142,54.86,28.582519133204478,0.8287359613120804,1.3151061173533083,2,,-0.391281926226726,0.5541414141414142,0.5541414141414142
N100_tep-1-34-0.01,100,1834,0.3705050505050505,36.68,8.95196067909148,0.42448591670986696,1.6296969696969696,3,0.24953270918322584,-0.1263508409537305,0.3705050505050505,0.3705050505050505
N100_tep-1-34-0.1,100,2434,0.4917171717171717,48.68,25.071848755127732,0.7208559630601493,1.5013399299113586,3,,-0.4815061069260962,0.4917171717171717,0.4917171717171717
N100_tep-1-34-1.0,100,2840,0.5737373737373738,56.8,28.345017198795276,0.8250588993375083,1.3215480172001912,2,,-0.37367977395523577,0.5737373737373738,0.5737373737373737
N100_tep-1-35-0.01,100,1858,0.37535353535353533,37.16,13.728597889078111,0.505084259029618,1.6270707070707071,3,0.12162298559403513,-0.35117951162535344,0.37535353535353533,0.37535353535353533
N100_tep-1-35-0.1,100,2402,0.48525252525252527,48.04,24.006632416896792,0.6827567239750081,1.514949494949495,3,-0.057511747509091375,-0.41011362609863444,0.48525252525252527,0.48525252525252527
N100_tep-1-35-1.0,100,2938,0.5935353535353536,58.76,28.81010933682828,0.87296875,1.249744637385087,2,,-0.3331621764951245,0.5935353535353536,0.5935353535353535
N100_tep-1-37-0.01,100,1884,0.3806060606060606,37.68,11.56709125061266,0.48244607164060954,1.6206060606060606,3,-0.017900716253596592,-0.26482128724784226,0.3806060606060606,0.3806060606060606
N100_tep-1-37-0.1,100,2370,0.47878787878787876,47.4,24.677520134729907,0.6928007292564291,1.5135023706452277,3,,-0.3974215128347678,0.47878787878787876,0.47878787878787876
N100_tep-1-37-1.0,100,2937,0.5933333333333334,58.74,29.072536869010936,0.8909664232474049,1.25,2,,-0.4079099842305065,0.5933333333333334,0.5933333333333334
N100_tep-1-4-0.01,100,1870,0.37777777777777777,37.4,10.549881515922346,0.45538006057066804,1.6226262626262626,3,0.1392930292849186,-0.2348532483495065,0.37777777777777777,0.37777777777777777
N100_tep-1-4-0.1,100,2483,0.5016161616161616,49.66,24.244677766470726,0.7171216872041701,1.5026262626262625,3,0.022612358731674567,-0.4169258434564297,0.5016161616161616,0.5016161616161616
N100_tep-1-4-1.0,100,2968,0.5995959595959596,59.36,28.680836807875743,0.8708652527269504,1.2246603970741903,2,,-0.2987548387765424,0.5995959595959596,0.5995959595959596
N100_tep-1-41-0.01,100,1,0.00020202020202020202,0.02,0.13999999999999999,0.0,1.0,1,,nan,0.00020202020202020202,0.00020202020202020202
N100_tep-1-41-0.1,100,1,0.00020202020202020202,0.02,0.13999999999999999,0.0,1.0,1,,nan,0.00020202020202020202,0.00020202020202020202
N100_tep-1-42-0.01,100,1861,0.37595959595959594,37.22,9.794467826278261,0.43743940611063403,1.6242424242424243,3,0.5021175676084754,-0.15959023977040443,0.37595959595959594,0.37595959595959594
N100_tep-1-42-0.1,100,2400,0.48484848484848486,48.0,24.805241381611264,0.6909204889771183,1.5069057926200784,3,,-0.43187667134292496,0.48484848484848486,0.48484848484848486
N100_tep-1-42-1.0,100,2984,0.6028282828282828,59.68,29.38226676075214,0.9104857811762658,1.202352312215985,2,,-0.3420500078419546,0.6028282828282828,0.6028282828282828
N100_tep-1-43-0.01,100,1863,0.37636363636363634,37.26,9.998619904766857,0.4403385204890353,1.6236363636363635,2,-0.4287639305420052,-0.1833818847662112,0.37636363636363634,0.37636363636363634
N100_tep-1-43-0.1,100,2378,0.4804040404040404,47.56,24.02303894181583,0.6734013970983342,1.5137085137085138,3,,-0.3991122813489705,0.4804040404040404,0.48040404040404044
N100_tep-1-43-1.0,100,2785,0.5626262626262626,55.7,28.874729435961818,0.8596432455276843,1.2888151174668028,2,,-0.4309842570425182,0.5626262626262626,0.5626262626262627
N100_tep-1-44-0.01,100,1,0.00020202020202020202,0.02,0.13999999999999999,0.0,1.0,1,,nan,0.00020202020202020202,0.00020202020202020202
N100_tep-1-44-0.1,100,1,0.00020202020202020202,0.02,0.13999999999999999,0.0,1.0,1,,nan,0.00020202020202020202,0.00020202020202020202
N100_tep-1-46-0.01,100,1820,0.36767676767676766,36.4,9.024411338142782,0.417985401459854,1.6323232323232324,2,-0.021607735522443598,-0.1520355057830356,0.36767676767676766,0.36767676767676766
N100_tep-1-46-0.1,100,2393,0.48343434343434344,47.86,24.38524963989502,0.6930315504553529,1.5099979385693671,3,,-0.438736496660197,0.48343434343434344,0.48343434343434344
N100_tep-1-46-1.0,100,2808,0.5672727272727273,56.16,29.341683659940173,0.889302602861531,1.2664576802507836,2,,-0.422897973192359,0.5672727272727273,0.5672727272727273
N100_tep-1-47-0.01,100,1,0.00020202020202020202,0.02,0.13999999999999999,0.0,1.0,1,,nan,0.00020202020202020202,0.00020202020202020202
N100_tep-1-47-0.1,100,1,0.00020202020202020202,0.02,0.13999999999999999,0.0,1.0,1,,nan,0.00020202020202020202,0.00020202020202020202
N100_tep-1-47-1.0,100,1,0.00020202020202020202,0.02,0.13999999999999999,0.0,1.0,1,,nan,0.00020202020202020202,0.00020202020202020202
N100_tep-1-48-0.01,100,1905,0.38484848484848483,38.1,10.570241246064347,0.46658886470325983,1.6151515151515152,2,0.3914756678966908,-0.19452676022345328,0.38484848484848483,0.3848484848484849
N100_tep-1-48-0.1,100,2420,0.4888888888888889,48.4,23.33966580737608,0.6854274542956779,1.4802405498281788,2,,-0.366810726405538,0.4888888888888889,0.4888888888888889
N100_tep-1-48-1.0,100,2784,0.5624242424242424,55.68,29.055422901757943,0.8695278749228553,1.2383036935704514,2,,-0.38672884103878147,0.5624242424242424,0.5624242424242424
N100_tep-1-5-0.01,100,1825,0.3686868686868687,36.5,11.512167476196652,0.4649508499733946,1.6313131313131313,2,-0.05822057156002472,-0.30207063132467415,0.3686868686868687,0.3686868686868687
N100_tep-1-5-0.1,100,2385,0.4818181818181818,47.7,23.69957805531567,0.6851279550848612,1.5185858585858585,3,0.030873296160555837,-0.4366145520030138,0.4818181818181818,0.48181818181818187
N100_tep-1-5-1.0,100,3036,0.6133333333333333,60.72,29.574002096435983,0.9258979474851249,1.1693570451436388,2,,-0.33514787992697426,0.6133333333333333,0.6133333333333333
N100_tep-1-50-0.01,100,1825,0.3686868686868687,36.5,9.326842981416595,0.42541620261220475,1.6315151515151516,3,-0.44645660870147474,-0.1456591548135464,0.3686868686868687,0.3686868686868687
N100_tep-1-50-0.1,100,2414,0.48767676767676765,48.28,24.453253362282904,0.7006984558986892,1.5165656565656567,3,0.030855589864882467,-0.43097181338372115,0.48767676767676765,0.4876767676767677
N100_tep-1-50-1.0,100,2755,0.5565656565656566,55.1,29.03842282218509,0.8660456991637335,1.2462380300957592,2,,-0.3739996947165196,0.5565656565656566,0.5565656565656566
N100_tep-1-6-0.01,100,1849,0.37353535353535355,36.98,10.233259500276537,0.43718908072405,1.6264646464646464,2,-0.1542112570856475,-0.2049908280118644,0.37353535353535355,0.3735353535353535
N100_tep-1-6-0.1,100,2385,0.4818181818181818,47.7,23.758156494139016,0.6744745777281128,1.505996212918157,3,,-0.4069145392436959,0.4818181818181818,0.48181818181818187
N100_tep-1-6-1.0,100,2891,0.584040404040404,57.82,28.8944216069469,0.8698224852071006,1.2447753396029257,2,,-0.3583938136910123,0.584040404040404,0.584040404040404
N100_tep-1-7-0.01,100,1907,0.38525252525252524,38.14,13.465526354361346,0.5037801031392379,1.6171717171717173,3,0.019869641748597677,-0.2694613656761755,0.38525252525252524,0.38525252525252524
N100_tep-1-7-0.1,100,2432,0.4913131313131313,48.64,24.457931228949025,0.7033134389792138,1.4910582789816957,3,,-0.41448266574701864,0.4913131313131313,0.4913131313131313
N100_tep-1-7-1.0,100,2802,0.566060606060606,56.04,29.630025312172787,0.9058040874423957,1.1962134251290877,2,,-0.3730202932235076,0.566060606060606,0.566060606060606
N100_tep-1-8-0.01,100,1795,0.36262626262626263,35.9,9.970456358662826,0.4387570989115002,1.6375757575757577,3,-0.238421055011894,-0.21959312908077688,0.36262626262626263,0.36262626262626263
N100_tep-1-8-0.1,100,2435,0.4919191919191919,48.7,25.16048489198887,0.7205382877092327,1.4893751314958974,3,,-0.4544056066809079,0.4919191919191919,0.4919191919191919
N100_tep-1-8-1.0,100,2863,0.5783838383838383,57.26,28.958114579509488,0.8743552987423707,1.268896833503575,2,,-0.3885339899093554,0.5783838383838383,0.5783838383838383
N100_tep-1-9-0.01,100,1884,0.3806060606060606,37.68,8.886934229530452,0.42572617515810224,1.6193939393939394,2,-0.2857176971770128,-0.0915032054913324,0.3806060606060606,0.3806060606060606
N100_tep-1-9-0.1,100,2304,0.46545454545454545,46.08,25.24309014364129,0.7012341130963345,1.5351515151515152,3,-0.0037526566944951077,-0.5237078091177223,0.46545454545454545,0.46545454545454545
N100_tep-1-9-1.0,100,2725,0.5505050505050505,54.5,29.12198482246703,0.8663226917190954,1.2715851376637264,2,,-0.4433365317664848,0.5505050505050505,0.5505050505050505
N100_tep-10-1-0.01,100,1967,0.3973737373737374,39.34,8.774075449869349,0.4367304198627372,1.6026262626262626,2,-0.8717315272293238,-0.12215058652124022,0.3973737373737374,0.39737373737373743
N100_tep-10-1-0.1,100,2413,0.48747474747474745,48.26,25.433293141077897,0.7249916314275759,1.505050505050505,3,,-0.4757173509807444,0.48747474747474745,0.48747474747474745
N100_tep-10-1-1.0,100,2702,0.5458585858585858,54.04,29.061631062278664,0.8646728790630743,1.325343320848939,2,,-0.49170314043819063,0.5458585858585858,0.5458585858585858
N100_tep-10-10-0.01,100,1865,0.37676767676767675,37.3,10.910087075729505,0.45425045145347653,1.6244444444444444,3,0.296949811778156,-0.18049191723692481,0.37676767676767675,0.37676767676767675
N100_tep-10-10-0.1,100,2370,0.47878787878787876,47.4,24.11389640850271,0.6847211633894794,1.5212121212121212,2,0.05384975218233961,-0.4151904107084867,0.47878787878787876,0.47878787878787876
N100_tep-10-10-1.0,100,2744,0.5543434343434344,54.88,28.712115909490194,0.8387705880486179,1.3299145299145299,2,,-0.4248420065052061,0.5543434343434344,0.5543434343434344
N100_tep-10-12-0.01,100,1854,0.37454545454545457,37.08,11.56,0.45545980917171824,1.626060606060606,3,-0.13146480827054607,-0.22573246263890634,0.37454545454545457,0.3745454545454545
N100_tep-10-12-0.1,100,2400,0.48484848484848486,48.0,23.956210050840678,0.6918265663097636,1.5218181818181817,3,0.09307141994199453,-0.42402701313577096,0.48484848484848486,0.48484848484848486
N100_tep-10-12-1.0,100,2727,0.5509090909090909,54.54,28.908621551364224,0.8537401019229028,1.303626149131767,2,,-0.43031970916999285,0.5509090909090909,0.5509090909090909
N100_tep-10-13-0.01,100,3,0.0006060606060606061,0.06,0.34117444218463966,1.0,1.0,1,,nan,0.0006060606060606061,0.0006060606060606061
N100_tep-10-13-0.1,100,3,0.0006060606060606061,0.06,0.34117444218463966,1.0,1.0,1,,nan,0.0006060606060606061,0.0006060606060606061
N100_tep-10-13-1.0,100,3,0.0006060606060606061,0.06,0.34117444218463966,1.0,1.0,1,,nan,0.0006060606060606061,0.0006060606060606061
N100_tep-10-14-0.01,100,1900,0.3838383838383838,38.0,12.446686306001288,0.49055685108782,1.6165656565656565,3,-0.22666317165575886,-0.3052572731638292,0.3838383838383838,0.3838383838383838
N100_tep-10-14-0.1,100,2374,0.4795959595959596,47.48,24.283113474182013,0.6728957926580703,1.5110286538857967,3,,-0.41168647082795395,0.4795959595959596,0.4795959595959596
N100_tep-10-14-1.0,100,2546,0.5143434343434343,50.92,29.081843132786478,0.8572415340291881,1.3782661782661783,2,,-0.5612198621061917,0.5143434343434343,0.5143434343434343
N100_tep-10-15-0.01,100,1,0.00020202020202020202,0.02,0.13999999999999999,0.0,1.0,1,,nan,0.00020202020202020202,0.00020202020202020202
N100_tep-10-15-0.1,100,3,0.0006060606060606061,0.06,0.3411744421846396,1.0,1.0,1,,nan,0.0006060606060606061,0.0006060606060606061
N100_tep-10-16-0.01,100,1903,0.3844444444444444,38.06,12.395821876745405,0.48470744680851063,1.6163636363636364,3,0.19319511566188777,-0.24531208949419958,0.3844444444444444,0.3844444444444445
N100_tep-10-16-0.1,100,2458,0.49656565656565654,49.16,24.20690810491914,0.7080703702700506,1.497629354772212,3,,-0.3895735800157569,0.49656565656565654,0.49656565656565654
N100_tep-10-16-1.0,100,2799,0.5654545454545454,55.98,28.53558480213784,0.8296120820336789,1.301123595505618,2,,-0.38018967329830144,0.5654545454545454,0.5654545454545454
N100_tep-10-17-0.01,100,1976,0.3991919191919192,39.52,15.137688066544376,0.5402350039395705,1.6086868686868687,3,0.17761319942145803,-0.367682187841195,0.3991919191919192,0.3991919191919192
N100_tep-10-17-0.1,100,2427,0.4903030303030303,48.54,25.626712625695866,0.7437860959680467,1.4914790658531454,3,,-0.49112476026471485,0.4903030303030303,0.4903030303030303
N100_tep-10-17-1.0,100,2739,0.5533333333333333,54.78,28.84218438329524,0.848954721356083,1.300561797752809,2,,-0.43480727496032223,0.5533333333333333,0.5533333333333333
N100_tep-10-19-0.01,100,1860,0.37575757575757573,37.2,11.854113210189956,0.4722020495440975,1.6242424242424243,2,-0.20154475315138612,-0.2582703135109916,0.37575757575757573,0.3757575757575758
N100_tep-10-19-0.1,100,2350,0.47474747474747475,47.0,24.39098194005317,0.6892474210350681,1.528888888888889,3,0.07254545269191799,-0.41779186505852606,0.47474747474747475,0.47474747474747475
N100_tep-10-19-1.0,100,2689,0.5432323232323232,53.78,28.97605218106842,0.8551433884701968,1.281475541299118,3,,-0.44809243175928803,0.5432323232323232,0.5432323232323233
N100_tep-10-2-0.01,100,1903,0.3844444444444444,38.06,9.590432732676874,0.439193866141313,1.6157575757575757,3,0.012036017223475052,-0.16233738995627767,0.3844444444444444,0.3844444444444445
N100_tep-10-2-0.1,100,2432,0.4913131313131313,48.64,24.109549975061746,0.6958267781733875,1.4994846423417851,3,,-0.41707799364717957,0.4913131313131313,0.4913131313131313
N100_tep-10-2-1.0,100,2708,0.547070707070707,54.16,29.1306436592122,0.8686925590304044,1.2925809822361547,2,,-0.4644598212919493,0.547070707070707,0.547070707070707
N100_tep-10-20-0.01,100,1882,0.3802020202020202,37.64,13.801825966153901,0.5125699213822453,1.621010101010101,3,0.23553109503496278,-0.3266866469541545,0.3802020202020202,0.3802020202020202
N100_tep-10-20-0.1,100,2407,0.4862626262626263,48.14,23.187936518802186,0.6779764873530459,1.5147474747474747,3,0.0930486874871739,-0.3660415844903986,0.4862626262626263,0.4862626262626263
N100_tep-10-20-1.0,100,2603,0.5258585858585859,52.06,29.47365603382112,0.8854001270244523,1.2878248974008208,2,,-0.5231485337700843,0.5258585858585859,0.5258585858585859
N100_tep-10-21-0.01,100,1894,0.38262626262626265,37.88,12.031026556366667,0.47408156911581567,1.6185858585858586,3,0.11179601371236482,-0.2626366054564724,0.38262626262626265,0.38262626262626265
N100_tep-10-21-0.1,100,2463,0.49757575757575756,49.26,25.17960285628032,0.728874572443795,1.4968047825190682,3,,-0.4569085802779276,0.49757575757575756,0.49757575757575756
N100_tep-10-21-1.0,100,2962,0.5983838383838384,59.24,28.528273694705042,0.8648780487804878,1.2766788766788766,2,,-0.3502951621516328,0.5983838383838384,0.5983838383838384
N100_tep-10-23-0.01,100,1872,0.3781818181818182,37.44,12.419597416985784,0.4810873459066484,1.623030303030303,3,0.06917738478815297,-0.2784923591448476,0.3781818181818182,0.3781818181818182
N100_tep-10-23-0.1,100,2319,0.4684848484848485,46.38,24.22675380648427,0.6694456209179466,1.5315151515151515,2,-0.02960249102433007,-0.4142781227174974,0.4684848484848485,0.4684848484848485
N100_tep-10-23-1.0,100,2793,0.5642424242424242,55.86,28.888066740437996,0.8579430623236728,1.2534081796311147,2,,-0.3833947465761678,0.5642424242424242,0.5642424242424242
N100_tep-10-24-0.01,100,1918,0.38747474747474747,38.36,15.12978519345202,0.5333445645110828,1.6214141414141414,3,0.21731335977806082,-0.37477507957020983,0.38747474747474747,0.38747474747474747
N100_tep-10-24-0.1,100,2387,0.4822222222222222,47.74,24.26628113246857,0.6774577869811576,1.507936507936508,2,,-0.40915947424314636,0.4822222222222222,0.4822222222222222
N100_tep-10-24-1.0,100,2789,0.5634343434343434,55.78,29.177930015681373,0.8798867667610277,1.2544774124565625,2,,-0.4301926145907595,0.5634343434343434,0.5634343434343434
